,self_employeed,company_size,tech_company,tech_prole,mh_benefits,anonymity,leaving_difficulty,disc_mh_coworker,disc_mh_supervisor,reveal_mh_business,reveal_mh_coworkers,affects_productivity,productivity_percent,mention_ph_interview,mention_mh_interview,share_mh_ff,exp_unsupport,reveal_less,family_history,mh_in_past,mh_currently,mh_diagnosed,sought_treatment,age,gender,country_live,state_live,country_work,state_work,year
996,0,100-500,1.0,,I don't know,Yes,,,,,,,,Yes,,Somewhat open,,,Yes,Maybe,Yes,,,30.0,male,United States of America,Washington,United States of America,Washington,2016
997,0,100-500,1.0,,Yes,Yes,,,,,,,,Yes,,Very open,"Yes, I observed",,Yes,Yes,Yes,,,38.0,Male,United States of America,Tennessee,United States of America,Tennessee,2016
998,0,26-100,0.0,1.0,Yes,I don't know,,,,,,,,Yes,,Very open,Maybe/Not sure,,Yes,Yes,Maybe,,,30.0,Male,Brazil,,Brazil,,2016
999,0,26-100,1.0,,No,I don't know,,,,,,,,Yes,,Somewhat not open,No,,Yes,No,Yes,,,26.0,Male,Netherlands,,Netherlands,,2016
1000,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,26-50%,Yes,,Somewhat open,"Yes, I experienced",,No,Yes,Yes,,,27.0,Male,Germany,,Germany,,2016
1001,0,1-5,1.0,,No,I don't know,,,,,,,,Yes,,Somewhat open,No,,No,No,No,,,24.0,Male,United States of America,Ohio,United States of America,Ohio,2016
1002,0,100-500,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat not open,No,,No,No,No,,,35.0,male,United States of America,Washington,United States of America,Washington,2016
1003,0,More than 1000,1.0,,Yes,I don't know,,,,,,,,Maybe,,Very open,No,,No,Maybe,Maybe,,,38.0,Male,Sweden,,Sweden,,2016
1004,0,100-500,1.0,,Yes,Yes,,,,,,,,No,,Somewhat open,Maybe/Not sure,,No,Yes,Yes,,,36.0,Male/genderqueer,United States of America,California,United States of America,California,2016
1005,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Unsure,,Yes,,Very open,"Yes, I observed",,No,Yes,Yes,,,34.0,Male,United Kingdom,,United Kingdom,,2016
1006,0,26-100,1.0,,Yes,I don't know,,,,,,,,Yes,,Somewhat not open,"Yes, I experienced",,I don't know,Yes,Maybe,,,35.0,Male,United States of America,Colorado,United States of America,Colorado,2016
1007,0,6-25,1.0,,I don't know,I don't know,,,,,,,,No,,Somewhat open,,,I don't know,No,No,,,25.0,Male,United States of America,Ohio,United States of America,Ohio,2016
1008,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Yes,,Very open,"Yes, I experienced",,No,Yes,Maybe,,,32.0,Female,Sweden,,Sweden,,2016
1009,0,100-500,1.0,,No,I don't know,,,,,,,,No,,Neutral,No,,Yes,No,No,,,32.0,fem,United States of America,New York,United States of America,New York,2016
1010,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,26-50%,Yes,,Somewhat open,,,Yes,Maybe,Maybe,,,37.0,male,United States of America,California,United States of America,California,2016
1011,0,100-500,1.0,,I don't know,Yes,,,,,,,,Maybe,,Somewhat open,,,No,Yes,Maybe,,,28.0,Male,Germany,,Germany,,2016
1012,0,500-1000,1.0,,Yes,Yes,,,,,,,,Yes,,Somewhat not open,No,,I don't know,Maybe,No,,,34.0,Female,United Kingdom,,United Kingdom,,2016
1013,0,More than 1000,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,40.0,Female,United States of America,Wisconsin,United States of America,Wisconsin,2016
1014,0,More than 1000,1.0,,Yes,I don't know,,,,,,,,Yes,,Not applicable to me (I do not have a mental illness),"Yes, I observed",,I don't know,Yes,No,,,45.0,Male,United States of America,Washington,United States of America,Washington,2016
1015,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,,,Yes,No,No,,,31.0,Male,Sweden,,Sweden,,2016
1016,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Yes,,Very open,No,,Yes,Yes,Yes,,,30.0,male,United States of America,Washington,United States of America,Washington,2016
1017,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Yes,,Very open,"Yes, I observed",,No,No,No,,,47.0,female,United Kingdom,,United Kingdom,,2016
1018,0,100-500,1.0,,I don't know,I don't know,,,,,,,,No,,Somewhat not open,No,,No,No,No,,,48.0,m,United Kingdom,,United Kingdom,,2016
1019,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,1-25%,Maybe,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,44.0,Male,United States of America,Ohio,United States of America,Ohio,2016
1020,0,More than 1000,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,Maybe,,Somewhat not open,"Yes, I observed",,Yes,Maybe,Maybe,,,29.0,Male,United States of America,Colorado,United States of America,Colorado,2016
1021,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,No,No,,,52.0,m,United States of America,Missouri,United States of America,Missouri,2016
1022,0,100-500,1.0,,Yes,Yes,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),"Yes, I observed",,No,Yes,No,,,34.0,Female,Sweden,,Sweden,,2016
1023,0,100-500,1.0,,Yes,I don't know,,,,,,,,Maybe,,Very open,No,,No,No,No,,,34.0,male,Netherlands,,Netherlands,,2016
1024,0,More than 1000,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,No,No,,,27.0,Male,United States of America,Washington,United States of America,Washington,2016
1025,0,More than 1000,1.0,,No,I don't know,,,,,,,,No,,Somewhat open,Maybe/Not sure,,I don't know,Maybe,Maybe,,,30.0,Male,Russia,,Russia,,2016
1026,0,6-25,1.0,,Yes,Yes,,,,,,,,Yes,,Neutral,"Yes, I experienced",,Yes,Yes,Maybe,,,40.0,Male,United Kingdom,,United Kingdom,,2016
1027,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,1-25%,Yes,,Very open,No,,Yes,Yes,Yes,,,26.0,Male,Canada,,United States of America,California,2016
1028,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,1-25%,Maybe,,Somewhat open,Maybe/Not sure,,Yes,No,No,,,36.0,Male,United Kingdom,,United Kingdom,,2016
1029,0,26-100,0.0,1.0,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I experienced",,Yes,Yes,Yes,,,35.0,Male,United Kingdom,,United Kingdom,,2016
1030,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,No,,Not open at all,No,,No,No,No,,,43.0,Female,United Kingdom,,United Kingdom,,2016
1031,0,26-100,0.0,1.0,No,I don't know,,,,,,,,No,,Somewhat open,"Yes, I observed",,I don't know,Yes,Yes,,,36.0,Female,United Kingdom,,United Kingdom,,2016
1032,0,100-500,0.0,1.0,Yes,Yes,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),,,No,No,No,,,32.0,Female,United States of America,Georgia,United States of America,Georgia,2016
1033,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,Maybe,,Somewhat open,No,,No,No,No,,,36.0,Female,Ireland,,Ireland,,2016
1034,0,More than 1000,1.0,,No,I don't know,,,,,,,,Maybe,,Not open at all,"Yes, I observed",,Yes,Yes,Yes,,,38.0,Male,New Zealand,,New Zealand,,2016
1035,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,No,Yes,Maybe,,,35.0,Male,United States of America,California,United States of America,California,2016
1036,0,100-500,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,Maybe,,Very open,Maybe/Not sure,,Yes,Yes,Yes,,,35.0,F,Australia,,Australia,,2016
1037,0,More than 1000,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat not open,"Yes, I experienced",,Yes,No,Yes,,,45.0,m,United States of America,Massachusetts,United States of America,California,2016
1038,1,,,,,,,,,Not applicable to me,Not applicable to me,Unsure,,Maybe,,Somewhat open,No,,No,Maybe,No,,,47.0,male,New Zealand,,New Zealand,,2016
1039,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,No,,Yes,No,No,,,27.0,male,United States of America,Colorado,United States of America,Colorado,2016
1040,0,26-100,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Very open,No,,Yes,Yes,No,,,26.0,Male,United States of America,Illinois,United States of America,Illinois,2016
1041,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,1-25%,Yes,,Somewhat open,Maybe/Not sure,,No,Yes,No,,,51.0,Male,Australia,,Australia,,2016
1042,0,26-100,1.0,,No,No,,,,,,,,Maybe,,Somewhat not open,"Yes, I experienced",,Yes,Yes,Yes,,,25.0,Male,Ecuador,,Ecuador,,2016
1043,0,100-500,1.0,,No,No,,,,,,,,No,,Somewhat open,"Yes, I observed",,No,Maybe,Maybe,,,41.0,male,South Africa,,South Africa,,2016
1044,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),,,No,No,No,,,34.0,Male,United States of America,Illinois,United States of America,Illinois,2016
1045,0,100-500,1.0,,No,I don't know,,,,,,,,Yes,,Somewhat open,Maybe/Not sure,,Yes,No,No,,,43.0,Male,Sweden,,Sweden,,2016
1046,0,26-100,1.0,,I don't know,I don't know,,,,,,,,Yes,,Somewhat open,No,,Yes,Yes,Yes,,,33.0,Male,United Kingdom,,United Kingdom,,2016
1047,1,,,,,,,,,Not applicable to me,Not applicable to me,Unsure,,Maybe,,Somewhat open,Maybe/Not sure,,No,No,No,,,37.0,m,Australia,,Australia,,2016
1048,0,26-100,1.0,,No,I don't know,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,27.0,Female,United Kingdom,,United Kingdom,,2016
1049,1,,,,,,,,,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,1-25%,Yes,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,54.0,F,United States of America,California,United States of America,California,2016
1050,0,More than 1000,0.0,1.0,I don't know,I don't know,,,,,,,,Maybe,,Somewhat not open,"Yes, I observed",,Yes,No,No,,,38.0,m,Italy,,Italy,,2016
1051,0,More than 1000,1.0,,No,I don't know,,,,,,,,No,,Very open,No,,I don't know,Yes,No,,,42.0,male,Germany,,Germany,,2016
1052,0,26-100,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,Maybe,No,,,30.0,Male,United Kingdom,,United Kingdom,,2016
1053,0,500-1000,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,Yes,Yes,No,,,43.0,M,Australia,,Australia,,2016
1054,1,,,,,,,,,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,26-50%,No,,Neutral,No,,I don't know,Yes,Yes,,,33.0,Male,Netherlands,,Netherlands,,2016
1055,0,1-5,1.0,,Not eligible for coverage / N/A,No,,,,,,,,No,,Not applicable to me (I do not have a mental illness),"Yes, I observed",,Yes,No,No,,,37.0,Female,Australia,,Australia,,2016
1056,0,100-500,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,No,Yes,Yes,,,25.0,male,United States of America,Virginia,United States of America,Virginia,2016
1057,0,More than 1000,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,No,,Somewhat open,No,,Yes,Yes,Yes,,,27.0,Male,Australia,,Australia,,2016
1058,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,26-50%,Maybe,,Somewhat not open,,,Yes,Yes,Yes,,,27.0,Male,Canada,,Canada,,2016
1059,0,More than 1000,0.0,1.0,Yes,Yes,,,,,,,,No,,Not open at all,,,No,Yes,Yes,,,27.0,Male,United States of America,Texas,United States of America,Texas,2016
1060,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,1-25%,Maybe,,Not applicable to me (I do not have a mental illness),"Yes, I observed",,No,No,Maybe,,,35.0,M,Germany,,Germany,,2016
1061,0,6-25,1.0,,No,I don't know,,,,,,,,Yes,,Somewhat open,,,No,Yes,Maybe,,,24.0,male,United Kingdom,,United Kingdom,,2016
1062,0,100-500,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,No,,Somewhat open,"Yes, I experienced",,Yes,Yes,Yes,,,31.0,Nonbinary,Switzerland,,Switzerland,,2016
1063,0,26-100,1.0,,I don't know,Yes,,,,,,,,No,,Somewhat open,No,,No,Maybe,Maybe,,,31.0,male ,Germany,,Germany,,2016
1064,0,More than 1000,1.0,,Yes,Yes,,,,,,,,No,,Somewhat not open,No,,No,No,No,,,32.0,male,United States of America,California,United States of America,California,2016
1065,0,More than 1000,1.0,,No,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,Yes,Yes,,,33.0,Male,Australia,,Australia,,2016
1066,1,,,,,,,,,"Yes, always","Yes, always",Yes,51-75%,Maybe,,Very open,Maybe/Not sure,,Yes,Yes,Yes,,,56.0,M,United States of America,California,United States of America,California,2016
1067,0,More than 1000,1.0,,Yes,No,,,,,,,,No,,Somewhat open,"Yes, I experienced",,Yes,Yes,Maybe,,,43.0,Male,United States of America,California,United States of America,California,2016
1068,0,More than 1000,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,I don't know,Yes,Yes,,,49.0,Male,Australia,,Australia,,2016
1069,0,26-100,1.0,,No,I don't know,,,,,,,,Yes,,Neutral,"Yes, I observed",,No,Maybe,No,,,35.0,male,Bulgaria,,Bulgaria,,2016
1070,0,More than 1000,1.0,,Yes,Yes,,,,,,,,Yes,,Very open,No,,No,Yes,No,,,53.0,Male,Canada,,Canada,,2016
1071,0,100-500,1.0,,I don't know,No,,,,,,,,No,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,45.0,m,United States of America,Maryland,United States of America,Maryland,2016
1072,0,100-500,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,No,,I don't know,No,Maybe,,,40.0,Male,United States of America,Massachusetts,United States of America,Massachusetts,2016
1073,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,Yes,,,,,,,,No,,Somewhat not open,"Yes, I observed",,Yes,Yes,No,,,52.0,Male,United States of America,New Hampshire,United States of America,New Hampshire,2016
1074,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,1-25%,Yes,,Somewhat open,No,,I don't know,Yes,Maybe,,,30.0,Male,France,,United Kingdom,,2016
1075,0,More than 1000,1.0,,Yes,Yes,,,,,,,,No,,Neutral,No,,No,Yes,No,,,41.0,Male,New Zealand,,New Zealand,,2016
1076,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,1-25%,Yes,,Somewhat open,Maybe/Not sure,,I don't know,Yes,Maybe,,,31.0,male,Netherlands,,Netherlands,,2016
1077,0,100-500,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,Yes,,Somewhat open,Maybe/Not sure,,I don't know,No,Maybe,,,31.0,Male,Switzerland,,Switzerland,,2016
1078,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,26-50%,Maybe,,Somewhat open,"Yes, I observed",,Yes,Maybe,Maybe,,,24.0,human,United States of America,New Mexico,United States of America,New Mexico,2016
1079,0,100-500,1.0,,No,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,Yes,Yes,Maybe,,,44.0,Male,Australia,,Australia,,2016
1080,0,More than 1000,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,37.0,m,United States of America,Wisconsin,United States of America,Wisconsin,2016
1081,0,6-25,0.0,1.0,No,I don't know,,,,,,,,Yes,,Somewhat not open,No,,Yes,No,Yes,,,22.0,Male,Brazil,,Brazil,,2016
1082,0,26-100,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I experienced",,Yes,Yes,Yes,,,31.0,Female,United States of America,Tennessee,United States of America,Tennessee,2016
1083,0,26-100,1.0,,No,I don't know,,,,,,,,No,,Not open at all,"Yes, I observed",,I don't know,No,Maybe,,,36.0,female,Bulgaria,,Bulgaria,,2016
1084,1,,,,,,,,,"No, because it doesn't matter","No, because it doesn't matter",Yes,76-100%,No,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,28.0,Male,Romania,,Romania,,2016
1085,0,500-1000,0.0,1.0,I don't know,I don't know,,,,,,,,Maybe,,Very open,No,,Yes,No,No,,,25.0,female,United States of America,Iowa,United States of America,Iowa,2016
1086,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,1-25%,No,,Somewhat open,Maybe/Not sure,,I don't know,Maybe,Maybe,,,49.0,male,United States of America,Kentucky,United States of America,Kentucky,2016
1087,0,1-5,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,Maybe,,Very open,No,,Yes,Yes,Yes,,,22.0,woman,United States of America,New Jersey,United States of America,New Jersey,2016
1088,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,1-25%,Yes,,Somewhat open,Maybe/Not sure,,No,Yes,Yes,,,43.0,male,United States of America,Massachusetts,United States of America,Massachusetts,2016
1089,1,,,,,,,,,"Sometimes, if it comes up","No, because it doesn't matter",Yes,26-50%,No,,Neutral,Maybe/Not sure,,Yes,Maybe,Maybe,,,33.0,m,United States of America,Indiana,United States of America,Indiana,2016
1090,0,500-1000,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat open,No,,I don't know,Yes,Maybe,,,36.0,"Female (props for making this a freeform field, though)",United States of America,Kentucky,United States of America,Kentucky,2016
1091,0,26-100,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,26.0,female,United States of America,California,United States of America,California,2016
1092,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,43.0,Male,United States of America,Tennessee,United States of America,Tennessee,2016
1093,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,26-50%,Maybe,,Somewhat not open,"Yes, I experienced",,Yes,Yes,Maybe,,,21.0,male,United States of America,New York,United States of America,New York,2016
1094,0,More than 1000,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,No,,Neutral,"Yes, I observed",,Yes,Yes,No,,,39.0,Male,Australia,,Australia,,2016
1095,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Yes,,Somewhat open,Maybe/Not sure,,I don't know,Yes,Yes,,,46.0,Male,United Kingdom,,United Kingdom,,2016
1096,0,1-5,1.0,,Not eligible for coverage / N/A,No,,,,,,,,No,,Somewhat open,No,,Yes,Yes,No,,,32.0,M,United Kingdom,,United Kingdom,,2016
1097,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,1-25%,Yes,,Not applicable to me (I do not have a mental illness),No,,No,No,No,,,31.0,Male,United Kingdom,,United Kingdom,,2016
1098,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Unsure,,Maybe,,Very open,No,,Yes,Yes,No,,,39.0,female,Germany,,United Kingdom,,2016
1099,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,I don't know,Maybe,Maybe,,,44.0,m,Sweden,,Sweden,,2016
1100,0,More than 1000,0.0,1.0,Yes,Yes,,,,,,,,Yes,,Neutral,No,,Yes,Yes,Yes,,,36.0,male,United States of America,California,United States of America,California,2016
1101,0,More than 1000,0.0,1.0,I don't know,I don't know,,,,,,,,No,,Not applicable to me (I do not have a mental illness),No,,No,No,No,,,31.0,female,United Kingdom,,United Kingdom,,2016
1102,1,,,,,,,,,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,26-50%,Maybe,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,30.0,Nonbinary,United States of America,Colorado,United States of America,Colorado,2016
1103,0,100-500,1.0,,Yes,Yes,,,,,,,,No,,Somewhat not open,Maybe/Not sure,,Yes,Yes,Yes,,,36.0,male,United States of America,Idaho,United States of America,Idaho,2016
1104,1,,,,,,,,,Not applicable to me,Not applicable to me,Unsure,,Maybe,,Somewhat open,Maybe/Not sure,,No,No,No,,,31.0,m,United States of America,New Mexico,United States of America,New Mexico,2016
1105,0,1-5,1.0,,No,Yes,,,,,,,,No,,Not applicable to me (I do not have a mental illness),Maybe/Not sure,,No,No,No,,,23.0,male,Canada,,Canada,,2016
1106,0,26-100,1.0,,Yes,Yes,,,,,,,,Maybe,,Neutral,Maybe/Not sure,,I don't know,No,Yes,,,23.0,M,Canada,,Canada,,2016
1107,1,,,,,,,,,"No, because it would impact me negatively",Not applicable to me,Yes,51-75%,Yes,,Somewhat not open,No,,Yes,Yes,Yes,,,30.0,Female ,United States of America,Washington,United States of America,Washington,2016
1108,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,Maybe,,Neutral,No,,I don't know,No,No,,,34.0,male,Canada,,Canada,,2016
1109,0,6-25,1.0,,No,I don't know,,,,,,,,Yes,,Somewhat open,No,,No,No,No,,,49.0,Female,United States of America,Georgia,United States of America,Georgia,2016
1110,0,6-25,1.0,,No,I don't know,,,,,,,,No,,Not open at all,,,I don't know,No,Maybe,,,25.0,m,Bosnia and Herzegovina,,Bosnia and Herzegovina,,2016
1111,0,6-25,0.0,1.0,No,I don't know,,,,,,,,Yes,,Very open,"Yes, I observed",,No,Maybe,Maybe,,,39.0,Male,United Kingdom,,United Kingdom,,2016
1112,0,More than 1000,1.0,,No,Yes,,,,,,,,No,,Somewhat not open,Maybe/Not sure,,No,No,No,,,37.0,male,Germany,,Germany,,2016
1113,0,26-100,1.0,,I don't know,I don't know,,,,,,,,Yes,,Not applicable to me (I do not have a mental illness),No,,No,No,No,,,26.0,Male,United States of America,California,United States of America,California,2016
